Ch ID,Max power [kW],Time [ISO8601],Predicted output power [kW]
1,250,2025-08-06 13:19:00,247687.4657
1,250,2025-08-06 13:20:00,247687.4657
1,250,2025-08-06 13:21:00,247687.4657
1,250,2025-08-06 13:22:00,247687.4657
1,250,2025-08-06 13:23:00,247687.4657
1,250,2025-08-06 13:24:00,247687.4657
1,250,2025-08-06 13:25:00,247687.4657
1,250,2025-08-06 13:26:00,247687.4657
1,250,2025-08-06 13:27:00,247687.4657
1,250,2025-08-06 13:28:00,247687.4657
1,250,2025-08-06 13:29:00,247687.4657
1,250,2025-08-06 13:30:00,247687.4657
1,250,2025-08-06 13:31:00,247687.4657
1,250,2025-08-06 13:32:00,247687.4657
1,250,2025-08-06 13:33:00,247687.4657
1,250,2025-08-06 13:34:00,247687.4657
1,250,2025-08-06 13:35:00,247687.4657
1,250,2025-08-06 13:36:00,247687.4657
1,250,2025-08-06 13:37:00,247687.4657
1,250,2025-08-06 13:38:00,247687.4657
1,250,2025-08-06 13:39:00,247687.4657
1,250,2025-08-06 13:40:00,247687.4657
1,250,2025-08-06 13:59:00,248199.5661
1,250,2025-08-06 14:00:00,248199.5661
1,250,2025-08-06 14:01:00,248199.5661
1,250,2025-08-06 14:02:00,248199.5661
1,250,2025-08-06 14:03:00,248199.5661
1,250,2025-08-06 14:04:00,248199.5661
1,250,2025-08-06 14:05:00,248199.5661
1,250,2025-08-06 14:06:00,248199.5661
1,250,2025-08-06 14:07:00,248199.5661
1,250,2025-08-06 14:08:00,248199.5661
1,250,2025-08-06 14:09:00,248199.5661
1,250,2025-08-06 14:10:00,248199.5661
1,250,2025-08-06 14:11:00,248199.5661
1,250,2025-08-06 14:12:00,248199.5661
1,250,2025-08-06 14:13:00,248199.5661
1,250,2025-08-06 14:14:00,248199.5661
1,250,2025-08-06 14:15:00,248199.5661
1,250,2025-08-06 14:16:00,248199.5661
1,250,2025-08-06 14:17:00,248199.5661
1,250,2025-08-06 14:18:00,248199.5661
1,250,2025-08-06 14:19:00,248199.5661
1,250,2025-08-06 14:20:00,248199.5661
1,250,2025-08-06 14:21:00,248199.5661
1,250,2025-08-06 14:22:00,248199.5661
1,250,2025-08-06 14:23:00,248199.5661
1,250,2025-08-06 14:24:00,248199.5661
1,250,2025-08-06 14:25:00,248199.5661
1,250,2025-08-06 14:26:00,248199.5661
1,250,2025-08-06 14:27:00,248199.5661
1,250,2025-08-06 14:35:00,246188.2189
1,250,2025-08-06 14:36:00,246188.2189
1,250,2025-08-06 14:37:00,246188.2189
1,250,2025-08-06 14:38:00,246188.2189
1,250,2025-08-06 14:39:00,246188.2189
1,250,2025-08-06 14:40:00,246188.2189
1,250,2025-08-06 14:41:00,246188.2189
1,250,2025-08-06 14:42:00,246188.2189
1,250,2025-08-06 14:43:00,246188.2189
1,250,2025-08-06 14:44:00,246188.2189
1,250,2025-08-06 14:45:00,246188.2189
1,250,2025-08-06 14:46:00,246188.2189
1,250,2025-08-06 14:47:00,246188.2189
1,250,2025-08-06 14:48:00,246188.2189
1,250,2025-08-06 14:49:00,246188.2189
1,250,2025-08-06 14:50:00,246188.2189
1,250,2025-08-06 14:51:00,246188.2189
1,250,2025-08-06 14:52:00,246188.2189
1,250,2025-08-06 14:53:00,246188.2189
1,250,2025-08-06 14:54:00,246188.2189
1,250,2025-08-06 14:55:00,246188.2189
1,250,2025-08-06 14:56:00,246188.2189
1,250,2025-08-06 14:57:00,246188.2189
1,250,2025-08-06 14:58:00,246188.2189
1,250,2025-08-06 14:59:00,246188.2189
1,250,2025-08-06 15:00:00,246188.2189
1,250,2025-08-06 15:01:00,246188.2189
1,250,2025-08-06 15:02:00,246188.2189
1,250,2025-08-06 15:03:00,246188.2189
1,250,2025-08-06 15:04:00,246188.2189
1,250,2025-08-06 15:05:00,246188.2189
1,250,2025-08-06 15:06:00,246188.2189
1,250,2025-08-06 15:07:00,246188.2189
1,250,2025-08-06 15:08:00,246188.2189
1,250,2025-08-06 15:09:00,246188.2189
1,250,2025-08-06 15:10:00,246188.2189
1,250,2025-08-06 15:11:00,246188.2189
1,250,2025-08-06 15:12:00,246188.2189
1,250,2025-08-06 15:13:00,246188.2189
1,250,2025-08-06 15:14:00,246188.2189
1,250,2025-08-06 15:29:00,249418.0414
1,250,2025-08-06 15:30:00,249418.0414
1,250,2025-08-06 15:31:00,249418.0414
1,250,2025-08-06 15:32:00,249418.0414
1,250,2025-08-06 15:33:00,249418.0414
1,250,2025-08-06 15:34:00,249418.0414
1,250,2025-08-06 15:35:00,249418.0414
1,250,2025-08-06 15:36:00,249418.0414
1,250,2025-08-06 15:37:00,249418.0414
1,250,2025-08-06 15:38:00,249418.0414
1,250,2025-08-06 15:39:00,249418.0414
1,250,2025-08-06 15:40:00,249418.0414
1,250,2025-08-06 15:41:00,249418.0414
1,250,2025-08-06 15:42:00,249418.0414
1,250,2025-08-06 15:43:00,249418.0414
1,250,2025-08-06 15:44:00,249418.0414
1,250,2025-08-06 15:45:00,249418.0414
1,250,2025-08-06 15:46:00,249418.0414
1,250,2025-08-06 15:47:00,249418.0414
1,250,2025-08-06 15:48:00,249418.0414
1,250,2025-08-06 15:49:00,249418.0414
1,250,2025-08-06 15:50:00,249418.0414
1,250,2025-08-06 15:51:00,249418.0414
1,250,2025-08-06 15:52:00,249418.0414
1,250,2025-08-06 15:53:00,249418.0414
1,250,2025-08-06 15:54:00,249418.0414
1,250,2025-08-06 15:55:00,249418.0414
1,250,2025-08-06 15:56:00,249418.0414
1,250,2025-08-06 15:57:00,249418.0414
1,250,2025-08-06 15:58:00,249418.0414
1,250,2025-08-06 15:59:00,249418.0414
1,250,2025-08-06 16:00:00,249418.0414
1,250,2025-08-06 16:01:00,249418.0414
1,250,2025-08-06 16:02:00,249418.0414
1,250,2025-08-06 16:03:00,249418.0414
1,250,2025-08-06 16:04:00,249418.0414
1,250,2025-08-06 16:05:00,249418.0414
1,250,2025-08-06 16:06:00,249418.0414
1,250,2025-08-06 16:07:00,249418.0414
1,250,2025-08-06 16:08:00,249418.0414
1,250,2025-08-06 16:09:00,249418.0414
1,250,2025-08-06 16:10:00,249418.0414
1,250,2025-08-06 16:11:00,249418.0414
1,250,2025-08-06 16:12:00,249418.0414
1,250,2025-08-06 16:13:00,249418.0414
1,250,2025-08-06 16:14:00,249418.0414
1,250,2025-08-06 16:15:00,249418.0414
1,250,2025-08-06 16:16:00,249418.0414
1,250,2025-08-06 17:04:00,248543.4244
1,250,2025-08-06 17:05:00,248543.4244
1,250,2025-08-06 17:06:00,248543.4244
1,250,2025-08-06 17:07:00,248543.4244
1,250,2025-08-06 17:08:00,248543.4244
1,250,2025-08-06 17:09:00,248543.4244
1,250,2025-08-06 17:10:00,248543.4244
1,250,2025-08-06 17:11:00,248543.4244
1,250,2025-08-06 17:12:00,248543.4244
1,250,2025-08-06 17:13:00,248543.4244
1,250,2025-08-06 17:14:00,248543.4244
1,250,2025-08-06 17:15:00,248543.4244
1,250,2025-08-06 17:16:00,248543.4244
1,250,2025-08-06 17:17:00,248543.4244
1,250,2025-08-06 17:18:00,248543.4244
1,250,2025-08-06 17:19:00,248543.4244
1,250,2025-08-06 17:20:00,248543.4244
1,250,2025-08-06 17:21:00,248543.4244
1,250,2025-08-06 17:22:00,248543.4244
1,250,2025-08-06 17:23:00,248543.4244
1,250,2025-08-06 17:24:00,248543.4244
1,250,2025-08-06 17:25:00,248543.4244
1,250,2025-08-06 17:26:00,248543.4244
1,250,2025-08-06 17:27:00,248543.4244
1,250,2025-08-06 17:28:00,248543.4244
1,250,2025-08-06 17:29:00,248543.4244
1,250,2025-08-06 17:30:00,248543.4244
1,250,2025-08-06 17:31:00,248543.4244
1,250,2025-08-06 17:32:00,248543.4244
1,250,2025-08-06 17:33:00,248543.4244
1,250,2025-08-06 17:34:00,248543.4244
1,250,2025-08-06 17:35:00,248543.4244
1,250,2025-08-06 17:36:00,248543.4244
1,250,2025-08-06 17:37:00,248543.4244
1,250,2025-08-06 17:38:00,248543.4244
1,250,2025-08-06 17:39:00,248543.4244
1,250,2025-08-06 17:40:00,248543.4244
1,250,2025-08-06 17:41:00,248543.4244
1,250,2025-08-06 17:42:00,248543.4244
1,250,2025-08-06 17:43:00,248543.4244
1,250,2025-08-06 17:44:00,248543.4244
1,250,2025-08-06 17:45:00,248543.4244
1,250,2025-08-06 17:46:00,248543.4244
1,250,2025-08-06 17:47:00,248543.4244
1,250,2025-08-06 17:48:00,248543.4244
1,250,2025-08-06 17:49:00,248543.4244
1,250,2025-08-06 17:50:00,248543.4244
1,250,2025-08-06 17:58:00,247796.1683
1,250,2025-08-06 17:59:00,247796.1683
1,250,2025-08-06 18:00:00,247796.1683
1,250,2025-08-06 18:01:00,247796.1683
1,250,2025-08-06 18:02:00,247796.1683
1,250,2025-08-06 18:03:00,247796.1683
1,250,2025-08-06 18:04:00,247796.1683
1,250,2025-08-06 18:05:00,247796.1683
1,250,2025-08-06 18:06:00,247796.1683
1,250,2025-08-06 18:07:00,247796.1683
1,250,2025-08-06 18:08:00,247796.1683
1,250,2025-08-06 18:09:00,247796.1683
1,250,2025-08-06 18:10:00,247796.1683
1,250,2025-08-06 18:11:00,247796.1683
1,250,2025-08-06 18:12:00,247796.1683
1,250,2025-08-06 18:13:00,247796.1683
1,250,2025-08-06 18:14:00,247796.1683
1,250,2025-08-06 18:15:00,247796.1683
1,250,2025-08-06 18:16:00,247796.1683
1,250,2025-08-06 18:17:00,247796.1683
1,250,2025-08-06 18:18:00,247796.1683
1,250,2025-08-06 18:19:00,247796.1683
1,250,2025-08-06 18:20:00,247796.1683
1,250,2025-08-06 18:21:00,247796.1683
1,250,2025-08-06 18:22:00,247796.1683
1,250,2025-08-06 18:23:00,247796.1683
1,250,2025-08-06 18:24:00,247796.1683
1,250,2025-08-06 18:25:00,247796.1683
1,250,2025-08-06 18:26:00,247796.1683
1,250,2025-08-06 18:27:00,247796.1683
1,250,2025-08-06 18:28:00,247796.1683
1,250,2025-08-06 18:29:00,247796.1683
1,250,2025-08-06 18:30:00,247796.1683
1,250,2025-08-06 18:31:00,247796.1683
1,250,2025-08-06 18:32:00,247796.1683
1,250,2025-08-06 18:33:00,247796.1683
1,250,2025-08-06 18:34:00,247796.1683
1,250,2025-08-06 18:35:00,247796.1683
1,250,2025-08-06 18:36:00,247796.1683
1,250,2025-08-06 18:37:00,247796.1683
1,250,2025-08-06 18:38:00,247796.1683
1,250,2025-08-06 18:39:00,247796.1683
1,250,2025-08-06 18:40:00,247796.1683
1,250,2025-08-06 18:41:00,247796.1683
1,250,2025-08-06 18:42:00,247796.1683
1,250,2025-08-06 18:43:00,247796.1683
1,250,2025-08-06 18:44:00,247796.1683
1,250,2025-08-06 18:49:00,248484.3759
1,250,2025-08-06 18:50:00,248484.3759
1,250,2025-08-06 18:51:00,248484.3759
1,250,2025-08-06 18:52:00,248484.3759
1,250,2025-08-06 18:53:00,248484.3759
1,250,2025-08-06 18:54:00,248484.3759
1,250,2025-08-06 18:55:00,248484.3759
1,250,2025-08-06 18:56:00,248484.3759
1,250,2025-08-06 18:57:00,248484.3759
1,250,2025-08-06 18:58:00,248484.3759
1,250,2025-08-06 18:59:00,248484.3759
1,250,2025-08-06 19:00:00,248484.3759
1,250,2025-08-06 19:01:00,248484.3759
1,250,2025-08-06 19:02:00,248484.3759
1,250,2025-08-06 19:03:00,248484.3759
1,250,2025-08-06 19:04:00,248484.3759
1,250,2025-08-06 19:05:00,248484.3759
1,250,2025-08-06 19:06:00,248484.3759
1,250,2025-08-06 19:07:00,248484.3759
1,250,2025-08-06 19:08:00,248484.3759
1,250,2025-08-06 19:09:00,248484.3759
1,250,2025-08-06 19:10:00,248484.3759
1,250,2025-08-06 19:11:00,248484.3759
1,250,2025-08-06 19:12:00,248484.3759
1,250,2025-08-06 19:13:00,248484.3759
1,250,2025-08-06 19:14:00,248484.3759
1,250,2025-08-06 19:15:00,248484.3759
1,250,2025-08-06 19:16:00,248484.3759
1,250,2025-08-06 19:17:00,248484.3759
1,250,2025-08-06 19:18:00,248484.3759
1,250,2025-08-06 19:19:00,248484.3759
1,250,2025-08-06 19:20:00,248484.3759
1,250,2025-08-06 22:42:00,197778.5035
1,250,2025-08-06 22:43:00,197778.5035
1,250,2025-08-06 22:44:00,197778.5035
1,250,2025-08-06 22:45:00,197778.5035
1,250,2025-08-06 22:46:00,197778.5035
1,250,2025-08-06 22:47:00,197778.5035
1,250,2025-08-06 22:48:00,197778.5035
1,250,2025-08-06 22:49:00,197778.5035
1,250,2025-08-06 22:50:00,197778.5035
1,250,2025-08-06 22:51:00,197778.5035
1,250,2025-08-06 22:52:00,197778.5035
1,250,2025-08-06 22:53:00,197778.5035
1,250,2025-08-06 22:54:00,197778.5035
1,250,2025-08-06 22:55:00,197778.5035
1,250,2025-08-06 22:56:00,197778.5035
1,250,2025-08-06 22:57:00,197778.5035
1,250,2025-08-06 22:58:00,197778.5035
1,250,2025-08-06 22:59:00,197778.5035
1,250,2025-08-06 23:00:00,197778.5035
1,250,2025-08-06 23:01:00,197778.5035
1,250,2025-08-06 23:02:00,197778.5035
1,250,2025-08-06 23:03:00,197778.5035
1,250,2025-08-06 23:04:00,197778.5035
1,250,2025-08-06 23:05:00,197778.5035
1,250,2025-08-06 23:06:00,197778.5035
1,250,2025-08-06 23:07:00,197778.5035
1,250,2025-08-06 23:08:00,197778.5035
1,250,2025-08-06 23:09:00,197778.5035
1,250,2025-08-06 23:10:00,197778.5035
1,250,2025-08-06 23:11:00,197778.5035
1,250,2025-08-06 23:12:00,197778.5035
1,250,2025-08-06 23:13:00,197778.5035
1,250,2025-08-06 23:14:00,197778.5035
1,250,2025-08-06 23:15:00,197778.5035
1,250,2025-08-06 23:16:00,197778.5035
1,250,2025-08-06 23:17:00,197778.5035
1,250,2025-08-06 23:18:00,197778.5035
1,250,2025-08-06 23:19:00,197778.5035
1,250,2025-08-06 23:20:00,197778.5035
1,250,2025-08-06 23:21:00,197778.5035
1,250,2025-08-06 23:22:00,197778.5035
1,250,2025-08-06 23:23:00,197778.5035
1,250,2025-08-06 23:24:00,197778.5035
1,250,2025-08-06 23:25:00,197778.5035
1,250,2025-08-06 23:26:00,197778.5035
1,250,2025-08-06 23:27:00,197778.5035
1,250,2025-08-06 23:28:00,197778.5035
1,250,2025-08-06 23:29:00,197778.5035
1,250,2025-08-06 23:30:00,197778.5035
1,250,2025-08-06 23:31:00,197778.5035
1,250,2025-08-06 23:32:00,197778.5035
1,250,2025-08-06 23:33:00,197778.5035
1,250,2025-08-06 23:35:00,212423.6957
1,250,2025-08-06 23:36:00,212423.6957
1,250,2025-08-06 23:37:00,212423.6957
1,250,2025-08-06 23:38:00,212423.6957
1,250,2025-08-06 23:39:00,212423.6957
1,250,2025-08-06 23:40:00,212423.6957
1,250,2025-08-06 23:41:00,212423.6957
1,250,2025-08-06 23:42:00,212423.6957
1,250,2025-08-06 23:43:00,212423.6957
1,250,2025-08-06 23:44:00,212423.6957
1,250,2025-08-06 23:45:00,212423.6957
1,250,2025-08-06 23:46:00,212423.6957
1,250,2025-08-06 23:47:00,212423.6957
1,250,2025-08-06 23:48:00,212423.6957
1,250,2025-08-06 23:49:00,212423.6957
1,250,2025-08-06 23:50:00,212423.6957
1,250,2025-08-06 23:51:00,212423.6957
1,250,2025-08-06 23:52:00,212423.6957
1,250,2025-08-06 23:53:00,212423.6957
1,250,2025-08-06 23:54:00,212423.6957
1,250,2025-08-06 23:55:00,212423.6957
1,250,2025-08-06 23:56:00,212423.6957
1,250,2025-08-06 23:57:00,212423.6957
1,250,2025-08-06 23:58:00,212423.6957
1,250,2025-08-06 23:59:00,212423.6957
1,250,2025-08-07 0:00:00,212423.6957
1,250,2025-08-07 0:01:00,212423.6957
1,250,2025-08-07 0:02:00,212423.6957
1,250,2025-08-07 0:03:00,212423.6957
1,250,2025-08-07 0:04:00,212423.6957
1,250,2025-08-07 0:05:00,212423.6957
1,250,2025-08-07 0:06:00,212423.6957
1,250,2025-08-07 0:07:00,212423.6957
1,250,2025-08-07 0:08:00,212423.6957
1,250,2025-08-07 0:09:00,212423.6957
1,250,2025-08-07 0:10:00,212423.6957
1,250,2025-08-07 0:11:00,212423.6957
1,250,2025-08-07 0:12:00,212423.6957
1,250,2025-08-07 0:13:00,212423.6957
1,250,2025-08-07 0:14:00,212423.6957
1,250,2025-08-07 0:15:00,212423.6957
1,250,2025-08-07 0:16:00,212423.6957
1,250,2025-08-07 0:17:00,212423.6957
1,250,2025-08-07 0:18:00,212423.6957
1,250,2025-08-07 0:19:00,212423.6957
1,250,2025-08-07 0:20:00,212423.6957
1,250,2025-08-07 0:21:00,212423.6957
1,250,2025-08-07 0:22:00,212423.6957
1,250,2025-08-07 0:23:00,212423.6957
1,250,2025-08-07 0:24:00,212423.6957
1,250,2025-08-07 0:25:00,212423.6957
1,250,2025-08-07 0:26:00,212423.6957
1,250,2025-08-07 0:27:00,212423.6957
1,250,2025-08-07 0:28:00,212423.6957
1,250,2025-08-07 0:29:00,212423.6957
1,250,2025-08-07 0:30:00,212423.6957
1,250,2025-08-07 0:31:00,212423.6957
1,250,2025-08-07 0:32:00,212423.6957
1,250,2025-08-07 0:33:00,212423.6957
1,250,2025-08-07 0:34:00,212423.6957
1,250,2025-08-07 0:35:00,212423.6957
1,250,2025-08-07 0:36:00,212423.6957
1,250,2025-08-07 0:37:00,212423.6957
1,250,2025-08-07 0:38:00,212423.6957
1,250,2025-08-07 0:39:00,212423.6957
1,250,2025-08-07 0:41:00,213785.8882
1,250,2025-08-07 0:42:00,213785.8882
1,250,2025-08-07 0:43:00,213785.8882
1,250,2025-08-07 0:44:00,213785.8882
1,250,2025-08-07 0:45:00,213785.8882
1,250,2025-08-07 0:46:00,213785.8882
1,250,2025-08-07 0:47:00,213785.8882
1,250,2025-08-07 0:48:00,213785.8882
1,250,2025-08-07 0:49:00,213785.8882
1,250,2025-08-07 0:50:00,213785.8882
1,250,2025-08-07 0:51:00,213785.8882
1,250,2025-08-07 0:52:00,213785.8882
1,250,2025-08-07 0:53:00,213785.8882
1,250,2025-08-07 0:54:00,213785.8882
1,250,2025-08-07 0:55:00,213785.8882
1,250,2025-08-07 0:56:00,213785.8882
1,250,2025-08-07 0:57:00,213785.8882
1,250,2025-08-07 0:58:00,213785.8882
1,250,2025-08-07 0:59:00,213785.8882
1,250,2025-08-07 1:00:00,213785.8882
1,250,2025-08-07 1:01:00,213785.8882
1,250,2025-08-07 1:02:00,213785.8882
1,250,2025-08-07 1:03:00,213785.8882
1,250,2025-08-07 1:04:00,213785.8882
1,250,2025-08-07 1:05:00,213785.8882
1,250,2025-08-07 1:06:00,213785.8882
1,250,2025-08-07 1:07:00,213785.8882
1,250,2025-08-07 1:08:00,213785.8882
1,250,2025-08-07 1:09:00,213785.8882
1,250,2025-08-07 1:10:00,213785.8882
1,250,2025-08-07 1:11:00,213785.8882
1,250,2025-08-07 1:12:00,213785.8882
1,250,2025-08-07 1:13:00,213785.8882
1,250,2025-08-07 1:14:00,213785.8882
1,250,2025-08-07 1:15:00,213785.8882
1,250,2025-08-07 1:16:00,213785.8882
1,250,2025-08-07 1:17:00,213785.8882
1,250,2025-08-07 1:18:00,213785.8882
1,250,2025-08-07 1:19:00,213785.8882
1,250,2025-08-07 1:20:00,213785.8882
1,250,2025-08-07 1:21:00,213785.8882
1,250,2025-08-07 1:22:00,213785.8882
1,250,2025-08-07 1:23:00,213785.8882
1,250,2025-08-07 1:24:00,213785.8882
1,250,2025-08-07 1:25:00,213785.8882
1,250,2025-08-07 1:26:00,213785.8882
1,250,2025-08-07 1:27:00,213785.8882
1,250,2025-08-07 1:28:00,213785.8882
1,250,2025-08-07 1:29:00,213785.8882
1,250,2025-08-07 1:30:00,213785.8882
1,250,2025-08-07 1:31:00,213785.8882
1,250,2025-08-07 1:32:00,213785.8882
1,250,2025-08-07 1:33:00,213785.8882
1,250,2025-08-07 1:34:00,213785.8882
1,250,2025-08-07 1:35:00,213785.8882
1,250,2025-08-07 1:36:00,213785.8882
1,250,2025-08-07 1:37:00,213785.8882
1,250,2025-08-07 1:38:00,213785.8882
1,250,2025-08-07 1:39:00,213785.8882
1,250,2025-08-07 1:40:00,213785.8882
1,250,2025-08-07 1:41:00,213785.8882
1,250,2025-08-07 1:42:00,213785.8882
1,250,2025-08-07 1:43:00,213785.8882
1,250,2025-08-07 1:44:00,213785.8882
1,250,2025-08-07 1:45:00,213785.8882
1,250,2025-08-07 1:46:00,213785.8882
1,250,2025-08-07 1:47:00,213785.8882
1,250,2025-08-07 1:48:00,213785.8882
1,250,2025-08-07 1:49:00,213785.8882
1,250,2025-08-07 1:50:00,213785.8882
1,250,2025-08-07 1:51:00,213785.8882
1,250,2025-08-07 1:52:00,213785.8882
1,250,2025-08-07 1:53:00,213785.8882
1,250,2025-08-07 1:54:00,213785.8882
1,250,2025-08-07 1:55:00,213785.8882
1,250,2025-08-07 1:57:00,183645.1285
1,250,2025-08-07 1:58:00,183645.1285
1,250,2025-08-07 1:59:00,183645.1285
1,250,2025-08-07 2:00:00,183645.1285
1,250,2025-08-07 2:01:00,183645.1285
1,250,2025-08-07 2:02:00,183645.1285
